Driver,GP,Tyres,From,To,#Laps,Year,
Max Verstappen,Germany,Soft New,47,64,18,2019,
Sebastian Vettel,Germany,Wet New,1,2,2,2019,
Sebastian Vettel,Germany,Intermediate New,3,23,21,2019,
Sebastian Vettel,Germany,Soft New,24,28,5,2019,
Sebastian Vettel,Germany,Intermediate New,29,41,13,2019,
Sebastian Vettel,Germany,Intermediate New,42,47,6,2019,
Sebastian Vettel,Germany,Soft New,48,64,17,2019,
Daniil Kvyat,Germany,Wet New,1,3,3,2019,
Daniil Kvyat,Germany,Intermediate New,4,25,22,2019,
Daniil Kvyat,Germany,Soft New,26,28,3,2019,
Daniil Kvyat,Germany,Intermediate New,29,45,17,2019,
Daniil Kvyat,Germany,Soft New,46,64,19,2019,
Lance Stroll,Germany,Wet New,1,7,7,2019,
Lance Stroll,Germany,Intermediate New,8,25,18,2019,
Lance Stroll,Germany,Medium New,26,28,3,2019,
Lance Stroll,Germany,Intermediate New,29,41,13,2019,
Lance Stroll,Germany,Intermediate New,42,44,3,2019,
Lance Stroll,Germany,Soft New,45,64,20,2019,
Carlos Sainz,Germany,Wet New,1,3,3,2019,
Carlos Sainz,Germany,Intermediate New,4,27,24,2019,
Carlos Sainz,Germany,Intermediate New,28,46,19,2019,
Carlos Sainz,Germany,Soft Used,47,64,18,2019,
Alexander Albon,Germany,Wet New,1,2,2,2019,
Alexander Albon,Germany,Intermediate New,3,27,25,2019,
Alexander Albon,Germany,Soft New,28,28,1,2019,
Alexander Albon,Germany,Intermediate New,29,46,18,2019,
Alexander Albon,Germany,Soft New,47,64,18,2019,
Kimi Räikkönen,Germany,Wet New,1,3,3,2019,
Kimi Räikkönen,Germany,Intermediate New,4,26,23,2019,
Kimi Räikkönen,Germany,Medium New,27,28,2,2019,
Kimi Räikkönen,Germany,Intermediate New,29,47,19,2019,
Kimi Räikkönen,Germany,Soft Used,48,64,17,2019,
Antonio Giovinazzi,Germany,Wet New,1,3,3,2019,
Antonio Giovinazzi,Germany,Intermediate New,4,26,23,2019,
Antonio Giovinazzi,Germany,Medium New,27,28,2,2019,
Antonio Giovinazzi,Germany,Intermediate New,29,47,19,2019,
Antonio Giovinazzi,Germany,Soft New,48,64,17,2019,
Romain Grosjean,Germany,Wet New,1,3,3,2019,
Romain Grosjean,Germany,Intermediate New,4,26,23,2019,
Romain Grosjean,Germany,Soft Used,27,28,2,2019,
Romain Grosjean,Germany,Intermediate New,29,41,13,2019,
Romain Grosjean,Germany,Soft Used,42,64,23,2019,
Kevin Magnussen,Germany,Wet New,1,8,8,2019,
Kevin Magnussen,Germany,Intermediate New,9,21,13,2019,
Kevin Magnussen,Germany,Soft New,22,29,8,2019,
Kevin Magnussen,Germany,Intermediate New,30,42,13,2019,
Kevin Magnussen,Germany,Intermediate New,43,45,3,2019,
Kevin Magnussen,Germany,Soft Used,46,57,12,2019,
Lewis Hamilton,Germany,Wet New,1,3,3,2019,
Lewis Hamilton,Germany,Intermediate New,4,28,25,2019,
Lewis Hamilton,Germany,Soft Used,29,29,1,2019,
Lewis Hamilton,Germany,Intermediate New,30,47,18,2019,
Lewis Hamilton,Germany,Soft Used,48,53,6,2019,
Lewis Hamilton,Germany,Soft Used,54,56,3,2019,
Lewis Hamilton,Germany,Soft Used,57,64,8,2019,
Robert Kubica,Germany,Wet New,1,7,7,2019,
Robert Kubica,Germany,Intermediate New,8,23,16,2019,
Robert Kubica,Germany,Intermediate New,24,31,8,2019,
Robert Kubica,Germany,Intermediate New,32,46,15,2019,
Robert Kubica,Germany,Soft New,47,57,11,2019,
Robert Kubica,Germany,Soft Used,58,64,7,2019,
George Russell,Germany,Wet New,1,7,7,2019,
George Russell,Germany,Intermediate New,8,24,17,2019,
George Russell,Germany,Intermediate New,25,41,17,2019,
George Russell,Germany,Intermediate New,42,47,6,2019,
George Russell,Germany,Soft New,48,57,10,2019,
George Russell,Germany,Soft Used,58,64,7,2019,
Pierre Gasly,Germany,Wet New,1,3,3,2019,
Pierre Gasly,Germany,Intermediate New,4,26,23,2019,
Pierre Gasly,Germany,Soft Used,27,28,2,2019,
Pierre Gasly,Germany,Intermediate New,29,46,18,2019,
Pierre Gasly,Germany,Soft Used,47,61,15,2019,
Valtteri Bottas,Germany,Wet New,1,3,3,2019,
Valtteri Bottas,Germany,Intermediate New,4,26,23,2019,
Valtteri Bottas,Germany,Medium Used,27,30,4,2019,
Valtteri Bottas,Germany,Intermediate New,31,46,16,2019,
Valtteri Bottas,Germany,Soft Used,47,56,10,2019,
Nico Hulkenberg,Germany,Wet New,1,3,3,2019,
Nico Hulkenberg,Germany,Intermediate New,4,15,12,2019,
Nico Hulkenberg,Germany,Intermediate New,16,29,14,2019,
Nico Hulkenberg,Germany,Intermediate New,30,39,10,2019,
Charles Leclerc,Germany,Wet New,1,3,3,2019,
Charles Leclerc,Germany,Intermediate New,4,15,12,2019,
Charles Leclerc,Germany,Intermediate New,16,27,12,2019,
Charles Leclerc,Germany,Soft New,28,28,1,2019,
Lando Norris,Germany,Wet New,1,6,6,2019,
Lando Norris,Germany,Intermediate New,7,25,19,2019,
Lando Norris,Germany,Soft New,26,26,1,2019,
Daniel Ricciardo,Germany,Wet New,1,3,3,2019,
Daniel Ricciardo,Germany,Intermediate New,4,13,10,2019,
Sergio Perez,Germany,Wet New,1,1,1,2019,
Kevin Magnussen,Germany,Soft Used,58,64,7,2019,
Lewis Hamilton,Hungary,Medium Used,1,31,31,2019,
Lewis Hamilton,Hungary,Hard New,32,48,17,2019,
Lewis Hamilton,Hungary,Medium Used,49,70,22,2019,
Max Verstappen,Hungary,Medium Used,1,25,25,2019,
Max Verstappen,Hungary,Hard New,26,67,42,2019,
Max Verstappen,Hungary,Soft Used,68,70,3,2019,
Sebastian Vettel,Hungary,Medium Used,1,39,39,2019,
Sebastian Vettel,Hungary,Hard New,40,70,31,2019,
Charles Leclerc,Hungary,Medium Used,1,27,27,2019,
Charles Leclerc,Hungary,Hard Used,28,70,43,2019,
Carlos Sainz,Hungary,Soft Used,1,29,29,2019,
Carlos Sainz,Hungary,Hard New,30,69,40,2019,
Pierre Gasly,Hungary,Medium Used,1,28,28,2019,
Pierre Gasly,Hungary,Hard New,29,69,41,2019,
Kimi Räikkönen,Hungary,Soft Used,1,29,29,2019,
Kimi Räikkönen,Hungary,Medium New,30,69,40,2019,
Valtteri Bottas,Hungary,Medium Used,1,5,5,2019,
Valtteri Bottas,Hungary,Hard New,6,46,41,2019,
Valtteri Bottas,Hungary,Medium Used,47,69,23,2019,
Lando Norris,Hungary,Soft Used,1,28,28,2019,
Lando Norris,Hungary,Hard New,29,69,41,2019,
Alexander Albon,Hungary,Medium New,1,28,28,2019,
Alexander Albon,Hungary,Hard New,29,69,41,2019,
Sergio Perez,Hungary,Medium New,1,18,18,2019,
Sergio Perez,Hungary,Hard New,19,69,51,2019,
Nico Hulkenberg,Hungary,Medium New,1,36,36,2019,
Nico Hulkenberg,Hungary,Soft New,37,69,33,2019,
Kevin Magnussen,Hungary,Medium New,1,38,38,2019,
Kevin Magnussen,Hungary,Soft New,39,69,31,2019,
Daniel Ricciardo,Hungary,Hard New,1,46,46,2019,
Daniel Ricciardo,Hungary,Soft New,47,69,23,2019,
Daniil Kvyat,Hungary,Medium New,1,21,21,2019,
Daniil Kvyat,Hungary,Hard New,22,68,47,2019,
George Russell,Hungary,Medium New,1,16,16,2019,
George Russell,Hungary,Hard New,17,68,52,2019,
Lance Stroll,Hungary,Medium New,1,16,16,2019,
Lance Stroll,Hungary,Hard New,17,50,34,2019,
Lance Stroll,Hungary,Soft New,51,68,18,2019,
Antonio Giovinazzi,Hungary,Medium New,1,15,15,2019,
Antonio Giovinazzi,Hungary,Medium New,16,68,53,2019,
Robert Kubica,Hungary,Medium New,1,18,18,2019,
Robert Kubica,Hungary,Hard New,19,67,49,2019,
Romain Grosjean,Hungary,Soft Used,1,19,19,2019,
Romain Grosjean,Hungary,Hard New,20,49,30,2019,
Charles Leclerc,Belgium,Soft Used,1,21,21,2019,
Charles Leclerc,Belgium,Medium New,22,44,23,2019,
Lewis Hamilton,Belgium,Soft Used,1,22,22,2019,
Lewis Hamilton,Belgium,Medium New,23,44,22,2019,
Valtteri Bottas,Belgium,Soft Used,1,23,23,2019,
Valtteri Bottas,Belgium,Medium New,24,44,21,2019,
Sebastian Vettel,Belgium,Soft Used,1,15,15,2019,
Sebastian Vettel,Belgium,Medium New,16,33,18,2019,
Sebastian Vettel,Belgium,Soft New,34,44,11,2019,
Alexander Albon,Belgium,Medium New,1,23,23,2019,
Alexander Albon,Belgium,Soft New,24,44,21,2019,
Sergio Perez,Belgium,Soft Used,1,15,15,2019,
Sergio Perez,Belgium,Medium New,16,44,29,2019,
Daniil Kvyat,Belgium,Medium New,1,24,24,2019,
Daniil Kvyat,Belgium,Soft New,25,44,20,2019,
Nico Hulkenberg,Belgium,Medium New,12,31,20,2019,
Nico Hulkenberg,Belgium,Soft Used,1,11,11,2019,
Nico Hulkenberg,Belgium,Soft Used,32,44,13,2019,
Pierre Gasly,Belgium,Soft New,1,13,13,2019,
Pierre Gasly,Belgium,Medium New,14,44,31,2019,
Lance Stroll,Belgium,Soft New,1,14,14,2019,
Lance Stroll,Belgium,Soft New,31,44,14,2019,
Lando Norris,Belgium,Soft New,1,19,19,2019,
Lando Norris,Belgium,Medium New,20,43,24,2019,
Kevin Magnussen,Belgium,Soft Used,1,25,25,2019,
Romain Grosjean,Belgium,Soft New,1,16,16,2019,
Romain Grosjean,Belgium,Medium New,17,43,27,2019,
Daniel Ricciardo,Belgium,Soft Used,1,1,1,2019,
Daniel Ricciardo,Belgium,Medium New,2,43,42,2019,
George Russell,Belgium,Medium New,1,30,30,2019,
George Russell,Belgium,Soft New,31,43,13,2019,
Kimi Räikkönen,Belgium,Soft Used,1,1,1,2019,
Kimi Räikkönen,Belgium,Medium New,2,31,30,2019,
Kimi Räikkönen,Belgium,Soft Used,32,43,12,2019,
Robert Kubica,Belgium,Medium New,1,31,31,2019,
Robert Kubica,Belgium,Soft New,32,43,12,2019,
Antonio Giovinazzi,Belgium,Medium New,1,29,29,2019,
Antonio Giovinazzi,Belgium,Soft New,30,42,13,2019,
Carlos Sainz,Belgium,Soft New,1,2,2,2019,
Max Verstappen,Belgium,Soft Used,1,1,1,2019,
Kevin Magnussen,Belgium,Medium New,26,43,18,2019,
Lance Stroll,Belgium,Medium New,15,30,16,2019,
Charles Leclerc,Italy,Soft Used,1,20,20,2019,
Charles Leclerc,Italy,Hard New,21,53,33,2019,
Valtteri Bottas,Italy,Soft Used,1,27,27,2019,
Valtteri Bottas,Italy,Medium New,28,53,26,2019,
Lewis Hamilton,Italy,Soft Used,1,19,19,2019,
Lewis Hamilton,Italy,Medium New,20,49,30,2019,
Lewis Hamilton,Italy,Soft Used,50,53,4,2019,
Daniel Ricciardo,Italy,Medium New,31,53,23,2019,
Nico Hulkenberg,Italy,Soft Used,1,29,29,2019,
Nico Hulkenberg,Italy,Medium New,30,53,24,2019,
Alexander Albon,Italy,Medium New,27,53,27,2019,
Sergio Perez,Italy,Medium New,1,28,28,2019,
Sergio Perez,Italy,Soft New,29,53,25,2019,
Max Verstappen,Italy,Medium New,1,1,1,2019,
Max Verstappen,Italy,Soft New,2,27,26,2019,
Max Verstappen,Italy,Medium Used,28,53,26,2019,
Antonio Giovinazzi,Italy,Soft New,1,21,21,2019,
Antonio Giovinazzi,Italy,Medium New,22,52,31,2019,
Lando Norris,Italy,Medium New,1,23,23,2019,
Lando Norris,Italy,Hard New,24,52,29,2019,
Pierre Gasly,Italy,Soft New,29,52,24,2019,
Lance Stroll,Italy,Soft Used,1,22,22,2019,
Sebastian Vettel,Italy,Soft Used,1,6,6,2019,
Sebastian Vettel,Italy,Hard New,7,41,35,2019,
George Russell,Italy,Medium New,1,23,23,2019,
George Russell,Italy,Hard New,24,52,29,2019,
Kimi Räikkönen,Italy,Medium New,1,26,26,2019,
Kimi Räikkönen,Italy,Soft New,27,52,26,2019,
Romain Grosjean,Italy,Soft New,1,7,7,2019,
Romain Grosjean,Italy,Medium New,8,29,22,2019,
Romain Grosjean,Italy,Soft New,30,52,23,2019,
Robert Kubica,Italy,Medium New,1,29,29,2019,
Robert Kubica,Italy,Soft New,30,44,15,2019,
Robert Kubica,Italy,Medium New,45,51,7,2019,
Kevin Magnussen,Italy,Medium New,21,34,14,2019,
Kevin Magnussen,Italy,Soft Used,35,43,9,2019,
Daniil Kvyat,Italy,Medium New,1,28,28,2019,
Daniil Kvyat,Italy,Soft New,29,29,1,2019,
Carlos Sainz,Italy,Soft Used,1,27,27,2019,
Carlos Sainz,Italy,Medium New,28,28,1,2019,
Daniel Ricciardo,Italy,Soft Used,1,30,30,2019,
Pierre Gasly,Italy,Medium New,1,28,28,2019,
Sebastian Vettel,Italy,Medium New,42,52,11,2019,
Kevin Magnussen,Italy,Soft New,1,20,20,2019,
Lance Stroll,Italy,Medium New,23,52,30,2019,
,Italy,Soft Used,1,26,26,2019,
,Italy,Medium New,27,53,27,2019,
Alexander Albon,Italy,Soft Used,1,26,26,2019,
Sebastian Vettel,Singapore,Soft Used,1,19,19,2019,
Sebastian Vettel,Singapore,Hard New,20,61,42,2019,
Charles Leclerc,Singapore,Soft Used,1,20,20,2019,
Charles Leclerc,Singapore,Hard New,21,61,41,2019,
Max Verstappen,Singapore,Soft Used,1,19,19,2019,
Max Verstappen,Singapore,Hard New,20,61,42,2019,
Lewis Hamilton,Singapore,Soft Used,1,26,26,2019,
Lewis Hamilton,Singapore,Hard New,27,61,35,2019,
Valtteri Bottas,Singapore,Soft Used,1,22,22,2019,
Valtteri Bottas,Singapore,Hard New,23,61,39,2019,
Alexander Albon,Singapore,Soft Used,1,22,22,2019,
Alexander Albon,Singapore,Hard New,23,61,39,2019,
Lando Norris,Singapore,Soft Used,1,20,20,2019,
Lando Norris,Singapore,Hard New,21,61,41,2019,
Pierre Gasly,Singapore,Hard New,1,32,32,2019,
Pierre Gasly,Singapore,Medium New,33,61,29,2019,
Nico Hulkenberg,Singapore,Soft Used,1,1,1,2019,
Nico Hulkenberg,Singapore,Hard New,2,36,35,2019,
Nico Hulkenberg,Singapore,Medium New,37,61,25,2019,
Antonio Giovinazzi,Singapore,Medium New,1,34,34,2019,
Antonio Giovinazzi,Singapore,Hard New,35,36,2,2019,
Antonio Giovinazzi,Singapore,Soft New,37,61,25,2019,
Romain Grosjean,Singapore,Medium New,1,23,23,2019,
Romain Grosjean,Singapore,Hard New,24,35,12,2019,
Romain Grosjean,Singapore,Soft New,36,61,26,2019,
Carlos Sainz,Singapore,Soft Used,1,1,1,2019,
Carlos Sainz,Singapore,Hard New,2,35,34,2019,
Carlos Sainz,Singapore,Medium New,36,61,26,2019,
Lance Stroll,Singapore,Hard New,32,41,10,2019,
Lance Stroll,Singapore,Soft New,42,44,3,2019,
Lance Stroll,Singapore,Soft New,45,61,17,2019,
Daniel Ricciardo,Singapore,Medium New,1,34,34,2019,
Daniil Kvyat,Singapore,Medium New,1,12,12,2019,
Daniil Kvyat,Singapore,Hard New,13,36,24,2019,
Daniil Kvyat,Singapore,Soft New,37,61,25,2019,
Robert Kubica,Singapore,Hard New,22,44,23,2019,
Robert Kubica,Singapore,Medium New,45,61,17,2019,
Kevin Magnussen,Singapore,Medium New,1,18,18,2019,
Kevin Magnussen,Singapore,Hard New,19,56,38,2019,
Kimi Räikkönen,Singapore,Medium New,1,15,15,2019,
Kimi Räikkönen,Singapore,Hard New,16,49,34,2019,
Sergio Perez,Singapore,Medium New,1,13,13,2019,
Sergio Perez,Singapore,Hard New,14,42,29,2019,
George Russell,Singapore,Medium New,1,1,1,2019,
George Russell,Singapore,Hard New,2,34,33,2019,
Lance Stroll,Singapore,Medium New,1,31,31,2019,
Daniel Ricciardo,Singapore,Hard New,35,61,27,2019,
Robert Kubica,Singapore,Medium New,1,21,21,2019,
Kevin Magnussen,Singapore,Soft New,57,61,5,2019,
Lewis Hamilton,Russia,Medium Used,1,28,28,2019,
Lewis Hamilton,Russia,Soft Used,29,53,25,2019,
Valtteri Bottas,Russia,Medium Used,1,28,28,2019,
Valtteri Bottas,Russia,Soft Used,29,53,25,2019,
Charles Leclerc,Russia,Soft Used,1,22,22,2019,
Charles Leclerc,Russia,Medium New,23,30,8,2019,
Charles Leclerc,Russia,Soft Used,31,53,23,2019,
Max Verstappen,Russia,Soft Used,1,28,28,2019,
Max Verstappen,Russia,Medium New,29,53,25,2019,
Alexander Albon,Russia,Medium New,1,29,29,2019,
Alexander Albon,Russia,Soft New,30,53,24,2019,
Carlos Sainz,Russia,Soft Used,1,21,21,2019,
Sergio Perez,Russia,Soft New,1,23,23,2019,
Sergio Perez,Russia,Medium New,24,53,30,2019,
Lando Norris,Russia,Soft Used,1,20,20,2019,
Lando Norris,Russia,Medium New,21,53,33,2019,
Kevin Magnussen,Russia,Soft New,1,27,27,2019,
Kevin Magnussen,Russia,Medium New,28,53,26,2019,
Nico Hulkenberg,Russia,Soft Used,1,16,16,2019,
Nico Hulkenberg,Russia,Medium New,17,29,13,2019,
Nico Hulkenberg,Russia,Soft Used,30,53,24,2019,
Lance Stroll,Russia,Soft New,28,53,26,2019,
Lance Stroll,Russia,Medium New,1,27,27,2019,
Daniil Kvyat,Russia,Hard New,1,27,27,2019,
Daniil Kvyat,Russia,Soft New,28,29,2,2019,
Daniil Kvyat,Russia,Soft New,30,53,24,2019,
Kimi Räikkönen,Russia,Medium New,1,27,27,2019,
Kimi Räikkönen,Russia,Soft New,28,53,26,2019,
Pierre Gasly,Russia,Medium New,1,26,26,2019,
Pierre Gasly,Russia,Soft New,27,53,27,2019,
Antonio Giovinazzi,Russia,Soft New,1,2,2,2019,
Antonio Giovinazzi,Russia,Hard New,3,27,25,2019,
Antonio Giovinazzi,Russia,Medium New,28,53,26,2019,
Robert Kubica,Russia,Medium New,1,1,1,2019,
Robert Kubica,Russia,Hard New,2,2,1,2019,
Robert Kubica,Russia,Medium New,3,28,26,2019,
George Russell,Russia,Medium New,1,27,27,2019,
George Russell,Russia,Soft New,28,28,1,2019,
Sebastian Vettel,Russia,Soft Used,1,26,26,2019,
Sebastian Vettel,Russia,Medium New,27,27,1,2019,
Daniel Ricciardo,Russia,Soft Used,1,1,1,2019,
Daniel Ricciardo,Russia,Medium New,2,24,23,2019,
Romain Grosjean,Russia,Soft Used,1,1,1,2019,
Carlos Sainz,Russia,Medium New,22,53,32,2019,
Valtteri Bottas,Japan,Soft Used,1,17,17,2019,
Valtteri Bottas,Japan,Medium New,18,36,19,2019,
Valtteri Bottas,Japan,Soft Used,37,52,16,2019,
Sebastian Vettel,Japan,Soft Used,1,16,16,2019,
Sebastian Vettel,Japan,Soft New,17,31,15,2019,
Sebastian Vettel,Japan,Medium New,32,52,21,2019,
Lewis Hamilton,Japan,Soft Used,1,21,21,2019,
Lewis Hamilton,Japan,Medium New,22,42,21,2019,
Lewis Hamilton,Japan,Soft Used,43,52,10,2019,
Alexander Albon,Japan,Soft Used,1,15,15,2019,
Alexander Albon,Japan,Medium New,16,34,19,2019,
Alexander Albon,Japan,Soft Used,35,52,18,2019,
Carlos Sainz,Japan,Soft Used,1,26,26,2019,
Carlos Sainz,Japan,Medium New,27,52,26,2019,
Charles Leclerc,Japan,Medium New,4,25,22,2019,
Daniel Ricciardo,Japan,Medium New,1,29,29,2019,
Daniel Ricciardo,Japan,Soft New,30,51,22,2019,
Charles Leclerc,Japan,Soft Used,47,51,5,2019,
Pierre Gasly,Japan,Soft Used,1,18,18,2019,
Pierre Gasly,Japan,Medium New,19,51,33,2019,
Sergio Perez,Japan,Soft New,1,19,19,2019,
Sergio Perez,Japan,Medium New,20,41,22,2019,
Sergio Perez,Japan,Soft New,42,51,10,2019,
Nico Hulkenberg,Japan,Soft New,1,19,19,2019,
Nico Hulkenberg,Japan,Medium New,20,51,32,2019,
Lance Stroll,Japan,Soft New,1,18,18,2019,
Lance Stroll,Japan,Medium New,19,51,33,2019,
Daniil Kvyat,Japan,Soft New,1,27,27,2019,
Daniil Kvyat,Japan,Medium New,28,51,24,2019,
Lando Norris,Japan,Soft Used,1,4,4,2019,
Lando Norris,Japan,Medium New,5,25,21,2019,
Lando Norris,Japan,Hard Used,26,51,26,2019,
Kimi Räikkönen,Japan,Medium New,1,15,15,2019,
Kimi Räikkönen,Japan,Hard New,16,36,21,2019,
Kimi Räikkönen,Japan,Soft New,37,51,15,2019,
Romain Grosjean,Japan,Soft Used,1,16,16,2019,
Romain Grosjean,Japan,Hard New,17,51,35,2019,
Antonio Giovinazzi,Japan,Medium New,1,18,18,2019,
Antonio Giovinazzi,Japan,Hard New,19,49,31,2019,
Antonio Giovinazzi,Japan,Soft New,50,51,2,2019,
Kevin Magnussen,Japan,Medium New,1,17,17,2019,
Kevin Magnussen,Japan,Hard New,18,47,30,2019,
Kevin Magnussen,Japan,Soft New,48,51,4,2019,
George Russell,Japan,Hard New,26,50,25,2019,
Robert Kubica,Japan,Medium New,1,22,22,2019,
Robert Kubica,Japan,Hard New,23,33,11,2019,
Robert Kubica,Japan,Medium New,34,50,17,2019,
Max Verstappen,Japan,Soft Used,1,14,14,2019,
Charles Leclerc,Japan,Soft Used,1,3,3,2019,
Charles Leclerc,Japan,Soft New,26,46,21,2019,
George Russell,Japan,Medium New,1,25,25,2019,
Lewis Hamilton,Mexico,Medium Used,1,23,23,2019,
Lewis Hamilton,Mexico,Hard New,24,71,48,2019,
Sebastian Vettel,Mexico,Medium Used,1,37,37,2019,
Sebastian Vettel,Mexico,Hard New,38,71,34,2019,
Valtteri Bottas,Mexico,Medium Used,1,36,36,2019,
Valtteri Bottas,Mexico,Hard New,37,71,35,2019,
Charles Leclerc,Mexico,Medium Used,1,15,15,2019,
Charles Leclerc,Mexico,Medium New,16,43,28,2019,
Charles Leclerc,Mexico,Hard New,44,71,28,2019,
Alexander Albon,Mexico,Medium Used,1,14,14,2019,
Alexander Albon,Mexico,Medium New,15,44,30,2019,
Alexander Albon,Mexico,Hard New,45,71,27,2019,
Max Verstappen,Mexico,Medium Used,1,5,5,2019,
Sergio Perez,Mexico,Medium New,1,20,20,2019,
Sergio Perez,Mexico,Hard New,21,71,51,2019,
Daniel Ricciardo,Mexico,Hard New,1,50,50,2019,
Daniel Ricciardo,Mexico,Medium New,51,71,21,2019,
Pierre Gasly,Mexico,Soft Used,1,9,9,2019,
Pierre Gasly,Mexico,Hard New,10,49,40,2019,
Pierre Gasly,Mexico,Medium New,50,70,21,2019,
Nico Hulkenberg,Mexico,Medium New,1,18,18,2019,
Nico Hulkenberg,Mexico,Hard New,19,70,52,2019,
Daniil Kvyat,Mexico,Soft Used,1,10,10,2019,
Daniil Kvyat,Mexico,Hard New,11,44,34,2019,
Daniil Kvyat,Mexico,Medium New,45,70,26,2019,
Lance Stroll,Mexico,Medium New,1,37,37,2019,
Lance Stroll,Mexico,Hard New,38,70,33,2019,
Carlos Sainz,Mexico,Soft Used,1,15,15,2019,
Carlos Sainz,Mexico,Medium New,36,70,35,2019,
Antonio Giovinazzi,Mexico,Medium New,1,21,21,2019,
Kevin Magnussen,Mexico,Medium New,1,28,28,2019,
Kevin Magnussen,Mexico,Hard New,29,69,41,2019,
George Russell,Mexico,Medium New,1,22,22,2019,
Robert Kubica,Mexico,Medium New,61,69,9,2019,
Kimi Räikkönen,Mexico,Medium New,1,15,15,2019,
Kimi Räikkönen,Mexico,Hard New,16,52,37,2019,
Kimi Räikkönen,Mexico,Medium Used,53,58,6,2019,
Lando Norris,Mexico,Soft Used,1,12,12,2019,
Lando Norris,Mexico,Hard New,13,48,36,2019,
Carlos Sainz,Mexico,Hard New,16,35,20,2019,
Antonio Giovinazzi,Mexico,Hard New,22,70,49,2019,
Robert Kubica,Mexico,Medium New,1,21,21,2019,
Robert Kubica,Mexico,Hard New,22,60,39,2019,
George Russell,Mexico,Hard New,23,69,47,2019,
Romain Grosjean,Mexico,Medium New,1,37,37,2019,
Romain Grosjean,Mexico,Hard New,38,69,32,2019,
Max Verstappen,Mexico,Hard New,6,71,66,2019,
Valtteri Bottas,United States,Medium Used,1,14,14,2019,
Valtteri Bottas,United States,Hard New,15,35,21,2019,
Valtteri Bottas,United States,Medium New,36,56,21,2019,
Lewis Hamilton,United States,Medium Used,1,24,24,2019,
Lewis Hamilton,United States,Hard New,25,56,32,2019,
Max Verstappen,United States,Medium Used,1,13,13,2019,
Max Verstappen,United States,Hard New,14,34,21,2019,
Max Verstappen,United States,Medium New,35,56,22,2019,
Charles Leclerc,United States,Medium Used,1,20,20,2019,
Charles Leclerc,United States,Hard New,21,42,22,2019,
Charles Leclerc,United States,Soft New,43,56,14,2019,
Alexander Albon,United States,Soft Used,1,1,1,2019,
Alexander Albon,United States,Medium New,2,20,19,2019,
Alexander Albon,United States,Medium New,21,40,20,2019,
Alexander Albon,United States,Soft Used,41,56,16,2019,
Daniel Ricciardo,United States,Soft Used,1,21,21,2019,
Daniel Ricciardo,United States,Hard New,22,56,35,2019,
Lando Norris,United States,Soft Used,1,19,19,2019,
Lando Norris,United States,Hard New,20,42,23,2019,
Lando Norris,United States,Medium New,43,56,14,2019,
